harvest_id,farmer_id,crop_id,warehouse_id,harvest_date,quantity_kg,price_per_kg,total_amount_thb,quality_grade,inspector_note
HRV-035969,FRM-0186,CRP-009,WH-010,2022-08-02,5732.45,37.29,213763.06,A,คุณภาพดี
HRV-035970,FRM-0072,CRP-002,WH-011,2025-11-02,2880.73,8.68,25004.74,C,ผ่านการตรวจสอบ
HRV-035971,FRM-0041,CRP-001,WH-001,2021-02-24,13666.37,10.47,143086.89,A,ผ่านการตรวจสอบ
HRV-035972,FRM-0040,CRP-011,WH-008,2021-05-19,5602.53,85.01,476271.08,A,ต้องตรวจซ้ำ
HRV-035973,FRM-0010,CRP-011,WH-003,2024-08-10,6307.86,52.48,331036.49,B,ผ่านการตรวจสอบ
HRV-035974,FRM-0162,CRP-015,WH-005,2021-07-24,16641.61,7.9,131468.72,A,ผ่านการตรวจสอบ
HRV-035975,FRM-0035,CRP-011,WH-002,2023-07-24,1989.34,62.5,124333.75,A,ผ่านการตรวจสอบ
HRV-035976,FRM-0111,CRP-008,WH-014,2025-04-22,6705.23,50.35,337608.33,A,ผ่านการตรวจสอบ
HRV-035977,FRM-0044,CRP-011,WH-006,2021-08-12,1248.26,70.82,88401.77,A,ต้องตรวจซ้ำ
HRV-035978,FRM-0012,CRP-003,WH-011,2025-10-01,4046.63,15.89,64300.95,A,ต้องตรวจซ้ำ
HRV-035979,FRM-0253,CRP-007,WH-014,2022-04-05,3045.43,6.21,18912.12,A,คุณภาพปานกลาง
HRV-035980,FRM-0173,CRP-012,WH-009,2021-02-24,11547.2,1.44,16627.97,A,คุณภาพดี
HRV-035981,FRM-0215,CRP-007,WH-008,2022-07-10,3442.02,4.79,16487.28,A,ผ่านการตรวจสอบ
HRV-035982,FRM-0289,CRP-012,WH-015,2024-11-02,40533.75,1.11,44992.46,C,ต้องตรวจซ้ำ
HRV-035983,FRM-0084,CRP-010,WH-011,2025-05-23,2232.04,102.61,229029.62,C,ผ่านการตรวจสอบ
HRV-035984,FRM-0061,CRP-006,WH-009,2022-07-27,4738.56,76.07,360462.26,B,คุณภาพดี
HRV-035985,FRM-0121,CRP-013,WH-013,2022-06-14,1920.95,6.15,11813.84,B,ต้องตรวจซ้ำ
HRV-035986,FRM-0214,CRP-008,WH-015,2025-04-17,1118.43,64.69,72351.24,A,ผ่านการตรวจสอบ
HRV-035987,FRM-0144,CRP-011,WH-013,2022-07-08,4151.81,86.33,358425.76,B,ผ่านการตรวจสอบ
HRV-035988,FRM-0042,CRP-015,WH-009,2025-09-17,19681.33,6.7,131864.91,A,คุณภาพปานกลาง
HRV-035989,FRM-0253,CRP-002,WH-011,2022-01-09,17905.97,8.91,159542.19,A,คุณภาพดี
HRV-035990,FRM-0056,CRP-005,WH-008,2022-04-23,2352.25,3.1,7291.98,A,ผ่านการตรวจสอบ
HRV-035991,FRM-0170,CRP-014,WH-009,2021-12-07,2031.87,87.86,178520.1,A,ผ่านการตรวจสอบ
HRV-035992,FRM-0092,CRP-009,WH-012,2021-07-21,6614.45,20.47,135397.79,A,ผ่านการตรวจสอบ
HRV-035993,FRM-0208,CRP-015,WH-014,2021-07-19,12890.14,7.74,99769.68,B,ผ่านการตรวจสอบ
HRV-035994,FRM-0202,CRP-002,WH-011,2023-10-07,10205.22,9.1,92867.5,A,ผ่านการตรวจสอบ
HRV-035995,FRM-0052,CRP-003,WH-003,2024-10-21,19290.03,14.18,273532.63,A,คุณภาพดี
HRV-035996,FRM-0265,CRP-014,WH-012,2021-02-07,787.29,67.32,53000.36,C,ต้องตรวจซ้ำ
HRV-035997,FRM-0280,CRP-012,WH-006,2022-11-25,17554.03,1.01,17729.57,B,ต้องตรวจซ้ำ
HRV-035998,FRM-0280,CRP-008,WH-003,2025-05-16,2329.21,45.12,105093.96,A,คุณภาพดี
HRV-035999,FRM-0043,CRP-014,WH-010,2024-12-20,926.44,110.86,102705.14,A,ผ่านการตรวจสอบ
HRV-036000,FRM-0199,CRP-002,WH-014,2022-10-15,19291.19,10.91,210466.88,C,คุณภาพดี
HRV-036001,FRM-0037,CRP-009,WH-007,2021-09-23,6589.04,30.42,200438.6,A,ผ่านการตรวจสอบ
HRV-036002,FRM-0032,CRP-015,WH-013,2025-10-23,2889.55,6.43,18579.81,A,ผ่านการตรวจสอบ
HRV-036003,FRM-0244,CRP-009,WH-006,2021-09-12,7598.82,27.55,209347.49,A,ผ่านการตรวจสอบ
HRV-036004,FRM-0041,CRP-010,WH-006,2024-04-12,6175.01,123.05,759834.98,C,ต้องตรวจซ้ำ
HRV-036005,FRM-0046,CRP-003,WH-004,2024-12-13,18554.67,15.95,295946.99,A,ผ่านการตรวจสอบ
HRV-036006,FRM-0290,CRP-015,WH-003,2021-08-23,16691.39,7.51,125352.34,B,ผ่านการตรวจสอบ
HRV-036007,FRM-0062,CRP-014,WH-002,2025-02-12,3042.68,89.22,271467.91,A,คุณภาพดี
HRV-036008,FRM-0298,CRP-007,WH-006,2021-03-27,4943.46,5.31,26249.77,C,ผ่านการตรวจสอบ
HRV-036009,FRM-0253,CRP-008,WH-011,2024-04-02,2904.2,45.45,131995.89,A,ผ่านการตรวจสอบ
HRV-036010,FRM-0015,CRP-010,WH-005,2021-06-24,2484.7,163.24,405602.43,C,ต้องตรวจซ้ำ
HRV-036011,FRM-0158,CRP-013,WH-014,2022-06-08,7036.63,6.23,43838.2,C,คุณภาพปานกลาง
HRV-036012,FRM-0124,CRP-001,WH-012,2025-01-25,10114.96,11.97,121076.07,B,ผ่านการตรวจสอบ
HRV-036013,FRM-0065,CRP-003,WH-007,2022-11-03,9666.74,16.38,158341.2,A,ต้องตรวจซ้ำ
HRV-036014,FRM-0251,CRP-003,WH-014,2021-12-12,2554.25,18.39,46972.66,A,คุณภาพปานกลาง
HRV-036015,FRM-0155,CRP-002,WH-013,2022-12-20,15551.44,9.32,144939.42,A,ผ่านการตรวจสอบ
HRV-036016,FRM-0076,CRP-015,WH-009,2025-10-21,10331.72,7.26,75008.29,B,ต้องตรวจซ้ำ
HRV-036017,FRM-0170,CRP-005,WH-015,2024-04-06,12317.02,3.47,42740.06,B,ผ่านการตรวจสอบ
HRV-036018,FRM-0037,CRP-005,WH-010,2021-03-03,7253.5,3.74,27128.09,B,ผ่านการตรวจสอบ
HRV-036019,FRM-0229,CRP-009,WH-013,2023-07-07,6400.5,37.4,239378.7,B,คุณภาพปานกลาง
HRV-036020,FRM-0152,CRP-001,WH-008,2021-03-11,3384.05,12.08,40879.32,A,คุณภาพดี
HRV-036021,FRM-0145,CRP-009,WH-010,2021-09-02,3653.95,38.75,141590.56,C,คุณภาพปานกลาง
HRV-036022,FRM-0294,CRP-011,WH-005,2021-08-26,1496.6,84.32,126193.31,A,ต้องตรวจซ้ำ
HRV-036023,FRM-0085,CRP-011,WH-002,2024-07-16,579.48,79.89,46294.66,A,ผ่านการตรวจสอบ
HRV-036024,FRM-0038,CRP-003,WH-010,2023-11-23,16959.66,14.45,245067.09,B,ผ่านการตรวจสอบ
HRV-036025,FRM-0081,CRP-008,WH-007,2022-04-14,5138.57,75.3,386934.32,A,คุณภาพปานกลาง
HRV-036026,FRM-0213,CRP-013,WH-012,2022-06-23,6954.61,9.36,65095.15,A,คุณภาพปานกลาง
HRV-036027,FRM-0190,CRP-003,WH-013,2021-10-18,2635.22,20.21,53257.8,A,ผ่านการตรวจสอบ
HRV-036028,FRM-0005,CRP-001,WH-015,2024-03-01,7657.38,12.72,97401.87,A,คุณภาพปานกลาง
HRV-036029,FRM-0129,CRP-007,WH-014,2021-01-06,1797.01,5.52,9919.5,B,คุณภาพดี
HRV-036030,FRM-0077,CRP-006,WH-007,2024-06-09,4984.53,52.36,260989.99,A,ผ่านการตรวจสอบ
HRV-036031,FRM-0273,CRP-009,WH-005,2024-07-11,6751.73,27.39,184929.88,A,คุณภาพปานกลาง
HRV-036032,FRM-0223,CRP-014,WH-011,2021-01-21,4075.24,88.4,360251.22,B,คุณภาพดี
HRV-036033,FRM-0243,CRP-015,WH-002,2024-08-15,12743.0,6.66,84868.38,A,ผ่านการตรวจสอบ
HRV-036034,FRM-0107,CRP-008,WH-008,2023-06-22,5945.21,78.49,466639.53,A,คุณภาพดี
HRV-036035,FRM-0248,CRP-011,WH-011,2024-05-09,859.57,59.01,50723.23,C,ผ่านการตรวจสอบ
HRV-036036,FRM-0139,CRP-006,WH-010,2022-01-16,2293.18,56.34,129197.76,C,คุณภาพปานกลาง
HRV-036037,FRM-0196,CRP-001,WH-008,2021-02-01,11365.45,12.25,139226.76,B,คุณภาพดี
HRV-036038,FRM-0130,CRP-002,WH-001,2025-10-02,16936.48,8.2,138879.14,A,ผ่านการตรวจสอบ
HRV-036039,FRM-0203,CRP-011,WH-006,2022-05-21,1798.44,81.71,146950.53,B,ผ่านการตรวจสอบ
HRV-036040,FRM-0029,CRP-001,WH-009,2021-01-06,9027.77,12.69,114562.4,A,ผ่านการตรวจสอบ
HRV-036041,FRM-0167,CRP-001,WH-012,2024-02-17,8029.74,11.81,94831.23,C,ต้องตรวจซ้ำ
HRV-036042,FRM-0042,CRP-011,WH-005,2024-08-28,1810.55,82.78,149877.33,A,ผ่านการตรวจสอบ
HRV-036043,FRM-0286,CRP-013,WH-009,2021-04-21,7229.22,7.72,55809.58,A,คุณภาพปานกลาง
HRV-036044,FRM-0190,CRP-014,WH-013,2025-01-28,4457.52,99.93,445439.97,A,ผ่านการตรวจสอบ
HRV-036045,FRM-0241,CRP-013,WH-009,2024-05-10,2419.88,7.76,18778.27,A,คุณภาพปานกลาง
HRV-036046,FRM-0030,CRP-009,WH-004,2021-07-01,1062.92,40.69,43250.21,A,ผ่านการตรวจสอบ
HRV-036047,FRM-0265,CRP-001,WH-009,2024-02-12,15363.77,11.51,176836.99,A,คุณภาพดี
HRV-036048,FRM-0191,CRP-013,WH-001,2022-03-09,1662.86,6.97,11590.13,B,ผ่านการตรวจสอบ
HRV-036049,FRM-0154,CRP-014,WH-003,2024-02-12,2539.69,91.43,232203.86,C,ต้องตรวจซ้ำ
HRV-036050,FRM-0151,CRP-005,WH-010,2023-04-20,14409.74,2.61,37609.42,B,คุณภาพปานกลาง
HRV-036051,FRM-0022,CRP-010,WH-014,2025-07-18,7991.0,165.57,1323069.87,A,ต้องตรวจซ้ำ
HRV-036052,FRM-0065,CRP-014,WH-001,2021-11-03,3681.86,101.52,373782.43,B,ผ่านการตรวจสอบ
HRV-036053,FRM-0282,CRP-011,WH-006,2023-07-09,7418.31,82.63,612974.96,C,ผ่านการตรวจสอบ
HRV-036054,FRM-0283,CRP-006,WH-011,2024-05-02,4689.38,54.75,256743.55,A,ต้องตรวจซ้ำ
HRV-036055,FRM-0148,CRP-002,WH-003,2022-10-10,14141.09,11.85,167571.92,A,ผ่านการตรวจสอบ
HRV-036056,FRM-0080,CRP-006,WH-004,2022-04-11,3658.75,64.76,236940.65,B,ผ่านการตรวจสอบ
HRV-036057,FRM-0018,CRP-008,WH-007,2024-06-18,6449.87,40.17,259091.28,A,ผ่านการตรวจสอบ
HRV-036058,FRM-0187,CRP-002,WH-002,2024-11-11,16692.0,11.7,195296.4,A,ผ่านการตรวจสอบ
HRV-036059,FRM-0160,CRP-003,WH-003,2024-10-18,2450.48,19.4,47539.31,B,คุณภาพปานกลาง
HRV-036060,FRM-0300,CRP-009,WH-007,2022-07-14,3609.45,21.72,78397.25,C,ต้องตรวจซ้ำ
HRV-036061,FRM-0075,CRP-007,WH-008,2023-10-12,1230.08,5.57,6851.55,A,คุณภาพปานกลาง
HRV-036062,FRM-0039,CRP-002,WH-011,2023-10-03,6049.72,10.45,63219.57,B,ผ่านการตรวจสอบ
HRV-036063,FRM-0067,CRP-008,WH-001,2022-04-11,1464.22,64.1,93856.5,C,ผ่านการตรวจสอบ
HRV-036064,FRM-0019,CRP-002,WH-015,2025-10-15,10650.73,8.71,92767.86,C,ต้องตรวจซ้ำ
HRV-036065,FRM-0229,CRP-013,WH-008,2022-05-21,6212.39,6.57,40815.4,A,ผ่านการตรวจสอบ
HRV-036066,FRM-0250,CRP-005,WH-015,2021-05-11,26791.44,2.65,70997.32,A,ต้องตรวจซ้ำ
HRV-036067,FRM-0046,CRP-002,WH-010,2025-10-05,3603.47,9.69,34917.62,B,ผ่านการตรวจสอบ
HRV-036068,FRM-0198,CRP-013,WH-013,2022-07-21,6771.5,10.83,73335.35,B,ผ่านการตรวจสอบ
HRV-036069,FRM-0086,CRP-002,WH-002,2024-01-21,17467.71,12.07,210835.26,A,ผ่านการตรวจสอบ
HRV-036070,FRM-0261,CRP-004,WH-004,2023-07-20,15998.71,8.73,139668.74,B,คุณภาพดี
HRV-036071,FRM-0149,CRP-001,WH-004,2022-01-26,19068.41,8.59,163797.64,B,คุณภาพดี
HRV-036072,FRM-0173,CRP-013,WH-010,2023-04-19,2503.86,11.88,29745.86,B,ผ่านการตรวจสอบ
HRV-036073,FRM-0254,CRP-004,WH-008,2025-08-22,4711.5,10.54,49659.21,B,ผ่านการตรวจสอบ
HRV-036074,FRM-0064,CRP-005,WH-012,2021-03-25,1073.44,3.28,3520.88,C,คุณภาพดี
HRV-036075,FRM-0154,CRP-005,WH-010,2023-03-10,3678.92,2.69,9896.29,B,ต้องตรวจซ้ำ
HRV-036076,FRM-0257,CRP-006,WH-006,2024-03-13,197.94,78.53,15544.23,A,ผ่านการตรวจสอบ
HRV-036077,FRM-0227,CRP-007,WH-015,2024-01-23,3571.01,5.37,19176.32,A,ต้องตรวจซ้ำ
HRV-036078,FRM-0001,CRP-013,WH-007,2021-05-02,5085.07,7.11,36154.85,B,ผ่านการตรวจสอบ
HRV-036079,FRM-0152,CRP-008,WH-003,2025-04-13,7808.27,58.21,454519.4,A,คุณภาพดี
HRV-036080,FRM-0299,CRP-007,WH-004,2021-12-20,3568.0,6.26,22335.68,A,คุณภาพดี
HRV-036081,FRM-0125,CRP-014,WH-003,2021-01-03,4844.72,103.21,500023.55,A,คุณภาพปานกลาง
HRV-036082,FRM-0272,CRP-011,WH-009,2022-08-08,2971.55,70.28,208840.53,A,ผ่านการตรวจสอบ
HRV-036083,FRM-0099,CRP-009,WH-013,2024-08-07,4618.57,25.46,117588.79,C,ผ่านการตรวจสอบ
HRV-036084,FRM-0268,CRP-006,WH-002,2022-09-23,2300.18,59.62,137136.73,B,คุณภาพดี
HRV-036085,FRM-0041,CRP-004,WH-001,2023-05-19,14375.76,8.49,122050.2,A,ต้องตรวจซ้ำ
HRV-036086,FRM-0215,CRP-001,WH-009,2024-05-28,17610.66,10.44,183855.29,B,ผ่านการตรวจสอบ
HRV-036087,FRM-0023,CRP-003,WH-007,2022-10-07,8668.58,16.09,139477.45,A,ต้องตรวจซ้ำ
HRV-036088,FRM-0188,CRP-010,WH-007,2023-04-12,6234.49,82.16,512225.7,A,ต้องตรวจซ้ำ
HRV-036089,FRM-0063,CRP-007,WH-009,2021-11-16,1759.47,5.34,9395.57,A,คุณภาพปานกลาง
HRV-036090,FRM-0122,CRP-015,WH-014,2024-08-09,11254.56,7.15,80470.1,A,ผ่านการตรวจสอบ
HRV-036091,FRM-0102,CRP-001,WH-012,2021-02-15,5112.63,11.37,58130.6,A,คุณภาพปานกลาง
HRV-036092,FRM-0086,CRP-011,WH-010,2021-07-12,6337.71,63.87,404789.54,B,ผ่านการตรวจสอบ
HRV-036093,FRM-0117,CRP-005,WH-014,2023-03-05,12913.83,2.68,34609.06,B,ผ่านการตรวจสอบ
HRV-036094,FRM-0217,CRP-005,WH-011,2024-04-19,16807.88,3.38,56810.63,A,คุณภาพปานกลาง
HRV-036095,FRM-0229,CRP-010,WH-009,2024-05-28,310.51,174.03,54038.06,B,ผ่านการตรวจสอบ
HRV-036096,FRM-0072,CRP-009,WH-012,2025-07-16,703.1,33.75,23729.62,A,คุณภาพปานกลาง
HRV-036097,FRM-0286,CRP-006,WH-012,2023-10-15,4796.02,72.72,348766.57,B,ต้องตรวจซ้ำ
HRV-036098,FRM-0264,CRP-011,WH-007,2025-06-14,6465.47,49.91,322691.61,A,คุณภาพปานกลาง
HRV-036099,FRM-0052,CRP-013,WH-015,2025-06-01,1714.91,7.5,12861.83,A,ผ่านการตรวจสอบ
HRV-036100,FRM-0107,CRP-006,WH-006,2021-09-14,4452.16,65.97,293709.0,A,ผ่านการตรวจสอบ
HRV-036101,FRM-0299,CRP-006,WH-010,2021-07-21,578.76,65.57,37949.29,B,ต้องตรวจซ้ำ
HRV-036102,FRM-0075,CRP-015,WH-003,2022-10-22,11411.32,7.57,86383.69,A,คุณภาพดี
HRV-036103,FRM-0016,CRP-011,WH-001,2025-05-17,7259.15,60.35,438089.7,B,ต้องตรวจซ้ำ
HRV-036104,FRM-0131,CRP-004,WH-012,2022-06-14,8789.06,10.3,90527.32,A,ผ่านการตรวจสอบ
HRV-036105,FRM-0044,CRP-011,WH-013,2023-07-13,2000.45,64.51,129049.03,B,ผ่านการตรวจสอบ
HRV-036106,FRM-0285,CRP-013,WH-007,2021-06-15,3702.24,5.36,19844.01,B,คุณภาพดี
HRV-036107,FRM-0216,CRP-015,WH-007,2024-08-22,15727.52,8.5,133683.92,B,คุณภาพดี
HRV-036108,FRM-0233,CRP-014,WH-010,2025-12-04,3989.58,67.18,268019.98,A,ผ่านการตรวจสอบ
HRV-036109,FRM-0203,CRP-005,WH-005,2025-05-20,7632.41,2.57,19615.29,A,คุณภาพดี
HRV-036110,FRM-0295,CRP-004,WH-015,2024-07-09,642.49,7.51,4825.1,C,ผ่านการตรวจสอบ
HRV-036111,FRM-0010,CRP-012,WH-009,2024-02-02,2168.51,1.2,2602.21,B,ผ่านการตรวจสอบ
HRV-036112,FRM-0148,CRP-010,WH-012,2024-06-18,4771.53,139.93,667680.19,A,ผ่านการตรวจสอบ
HRV-036113,FRM-0176,CRP-002,WH-004,2023-11-04,9912.97,12.97,128571.22,A,ผ่านการตรวจสอบ
HRV-036114,FRM-0110,CRP-003,WH-014,2024-11-25,17655.41,14.51,256180.0,C,คุณภาพปานกลาง
HRV-036115,FRM-0169,CRP-014,WH-012,2022-01-21,2865.89,93.79,268791.82,A,ผ่านการตรวจสอบ
HRV-036116,FRM-0094,CRP-007,WH-014,2025-12-20,2422.68,4.48,10853.61,B,ต้องตรวจซ้ำ
HRV-036117,FRM-0262,CRP-001,WH-012,2021-05-02,2207.54,11.15,24614.07,B,คุณภาพปานกลาง
HRV-036118,FRM-0160,CRP-006,WH-003,2023-01-19,2271.34,58.83,133622.93,A,ผ่านการตรวจสอบ
HRV-036119,FRM-0239,CRP-001,WH-007,2021-04-28,19049.38,10.16,193541.7,B,คุณภาพดี
HRV-036120,FRM-0097,CRP-007,WH-006,2024-04-16,188.24,6.86,1291.33,C,คุณภาพปานกลาง
HRV-036121,FRM-0108,CRP-007,WH-004,2024-01-12,4194.73,4.86,20386.39,B,ผ่านการตรวจสอบ
HRV-036122,FRM-0072,CRP-009,WH-014,2022-09-15,781.24,30.6,23905.94,A,ผ่านการตรวจสอบ
HRV-036123,FRM-0006,CRP-002,WH-006,2022-01-23,11556.73,8.46,97769.94,A,ต้องตรวจซ้ำ
HRV-036124,FRM-0248,CRP-002,WH-009,2022-01-20,749.15,11.01,8248.14,C,คุณภาพปานกลาง
HRV-036125,FRM-0146,CRP-008,WH-008,2024-06-23,846.49,41.95,35510.26,C,ผ่านการตรวจสอบ
HRV-036126,FRM-0189,CRP-011,WH-012,2023-07-24,5865.61,61.8,362494.7,B,ผ่านการตรวจสอบ
HRV-036127,FRM-0221,CRP-013,WH-001,2023-07-28,3669.47,6.82,25025.79,C,คุณภาพดี
HRV-036128,FRM-0239,CRP-007,WH-006,2024-06-26,3450.13,6.14,21183.8,A,ต้องตรวจซ้ำ
HRV-036129,FRM-0015,CRP-012,WH-010,2021-03-20,46681.53,1.23,57418.28,A,ผ่านการตรวจสอบ
HRV-036130,FRM-0107,CRP-006,WH-005,2022-05-19,3631.88,57.76,209777.39,A,ต้องตรวจซ้ำ
HRV-036131,FRM-0100,CRP-015,WH-006,2021-08-28,11591.91,8.01,92851.2,A,คุณภาพปานกลาง
HRV-036132,FRM-0135,CRP-015,WH-011,2024-09-19,13474.33,7.1,95667.74,A,คุณภาพดี
HRV-036133,FRM-0231,CRP-007,WH-002,2021-04-20,4847.41,5.7,27630.24,A,ผ่านการตรวจสอบ
HRV-036134,FRM-0241,CRP-012,WH-007,2023-03-27,28577.75,1.32,37722.63,B,คุณภาพปานกลาง
HRV-036135,FRM-0081,CRP-012,WH-002,2022-01-26,12821.92,1.43,18335.35,A,ผ่านการตรวจสอบ
HRV-036136,FRM-0219,CRP-011,WH-003,2023-08-08,3021.84,59.24,179013.8,B,ผ่านการตรวจสอบ
HRV-036137,FRM-0133,CRP-005,WH-005,2023-03-04,17722.04,3.44,60963.82,B,คุณภาพปานกลาง
HRV-036138,FRM-0187,CRP-015,WH-002,2023-09-19,8353.66,8.74,73010.99,A,คุณภาพปานกลาง
HRV-036139,FRM-0231,CRP-013,WH-005,2022-04-23,4210.6,7.54,31747.92,B,ผ่านการตรวจสอบ
HRV-036140,FRM-0166,CRP-008,WH-011,2025-06-25,5990.15,52.44,314123.47,A,ต้องตรวจซ้ำ
HRV-036141,FRM-0193,CRP-012,WH-011,2024-01-25,10354.08,1.46,15116.96,A,ผ่านการตรวจสอบ
HRV-036142,FRM-0091,CRP-011,WH-001,2023-05-09,2420.97,47.77,115649.74,A,ผ่านการตรวจสอบ
HRV-036143,FRM-0272,CRP-008,WH-003,2022-06-13,4557.46,60.31,274860.41,C,ผ่านการตรวจสอบ
HRV-036144,FRM-0289,CRP-001,WH-011,2023-03-17,556.89,12.35,6877.59,A,ต้องตรวจซ้ำ
HRV-036145,FRM-0116,CRP-011,WH-010,2023-08-26,2334.59,45.82,106970.91,C,คุณภาพดี
HRV-036146,FRM-0066,CRP-001,WH-001,2025-03-19,12084.58,9.51,114924.36,B,คุณภาพปานกลาง
HRV-036147,FRM-0097,CRP-004,WH-012,2023-07-22,2686.22,8.37,22483.66,B,คุณภาพปานกลาง
HRV-036148,FRM-0244,CRP-003,WH-001,2024-12-05,5854.38,20.62,120717.32,A,คุณภาพปานกลาง
HRV-036149,FRM-0034,CRP-013,WH-009,2025-05-20,1202.47,6.84,8224.89,A,ผ่านการตรวจสอบ
HRV-036150,FRM-0274,CRP-009,WH-014,2022-08-07,7533.24,36.35,273833.27,B,คุณภาพปานกลาง
HRV-036151,FRM-0284,CRP-006,WH-001,2021-12-08,1116.1,63.91,71329.95,C,ต้องตรวจซ้ำ
HRV-036152,FRM-0040,CRP-010,WH-009,2023-05-04,1650.07,110.69,182646.25,A,ผ่านการตรวจสอบ
HRV-036153,FRM-0167,CRP-001,WH-008,2022-03-10,19884.26,10.44,207591.67,A,ต้องตรวจซ้ำ
HRV-036154,FRM-0069,CRP-014,WH-010,2024-12-08,961.07,119.13,114492.27,A,ผ่านการตรวจสอบ
HRV-036155,FRM-0182,CRP-015,WH-011,2023-07-22,3362.82,6.27,21084.88,A,คุณภาพปานกลาง
HRV-036156,FRM-0223,CRP-001,WH-008,2024-04-11,2331.98,12.83,29919.3,C,คุณภาพดี
HRV-036157,FRM-0196,CRP-009,WH-014,2022-07-23,4893.1,23.88,116847.23,A,ผ่านการตรวจสอบ
HRV-036158,FRM-0089,CRP-004,WH-012,2022-03-20,6712.13,9.85,66114.48,A,ผ่านการตรวจสอบ
HRV-036159,FRM-0169,CRP-007,WH-002,2025-06-13,1866.03,4.4,8210.53,A,ผ่านการตรวจสอบ
HRV-036160,FRM-0270,CRP-007,WH-011,2021-11-08,3197.28,6.31,20174.84,A,ผ่านการตรวจสอบ
HRV-036161,FRM-0100,CRP-001,WH-002,2022-05-15,17540.57,8.44,148042.41,A,ผ่านการตรวจสอบ
HRV-036162,FRM-0246,CRP-013,WH-002,2022-04-07,4165.73,10.83,45114.86,C,ผ่านการตรวจสอบ
HRV-036163,FRM-0039,CRP-012,WH-009,2023-03-10,26499.66,1.12,29679.62,B,ผ่านการตรวจสอบ
HRV-036164,FRM-0142,CRP-003,WH-005,2021-10-07,9387.77,15.22,142881.86,A,ผ่านการตรวจสอบ
HRV-036165,FRM-0093,CRP-013,WH-013,2024-06-02,6717.94,7.34,49309.68,B,คุณภาพดี
HRV-036166,FRM-0109,CRP-012,WH-011,2025-01-13,25010.83,1.48,37016.03,A,คุณภาพปานกลาง
HRV-036167,FRM-0055,CRP-005,WH-003,2023-05-26,15738.27,3.97,62480.93,B,ต้องตรวจซ้ำ
HRV-036168,FRM-0014,CRP-001,WH-011,2024-02-28,13584.76,11.81,160436.02,A,ต้องตรวจซ้ำ
HRV-036169,FRM-0286,CRP-004,WH-005,2025-05-01,18346.93,10.64,195211.34,A,ผ่านการตรวจสอบ
HRV-036170,FRM-0063,CRP-005,WH-010,2021-02-27,26707.15,3.48,92940.88,C,ผ่านการตรวจสอบ
HRV-036171,FRM-0078,CRP-014,WH-005,2025-12-02,3476.77,63.46,220635.82,A,ผ่านการตรวจสอบ
HRV-036172,FRM-0082,CRP-010,WH-010,2022-04-27,4979.96,164.28,818107.83,C,ต้องตรวจซ้ำ
HRV-036173,FRM-0014,CRP-007,WH-006,2021-11-04,4496.27,5.64,25358.96,A,ผ่านการตรวจสอบ
HRV-036174,FRM-0129,CRP-015,WH-004,2022-08-04,13695.86,6.67,91351.39,A,คุณภาพปานกลาง
HRV-036175,FRM-0292,CRP-002,WH-002,2023-10-26,7455.48,11.7,87229.12,A,ผ่านการตรวจสอบ
HRV-036176,FRM-0039,CRP-011,WH-010,2025-06-02,2452.26,48.96,120062.65,A,ผ่านการตรวจสอบ
HRV-036177,FRM-0251,CRP-007,WH-008,2021-05-20,4561.72,5.24,23903.41,B,ผ่านการตรวจสอบ
HRV-036178,FRM-0266,CRP-012,WH-007,2021-01-25,24663.53,1.04,25650.07,B,คุณภาพปานกลาง
HRV-036179,FRM-0130,CRP-011,WH-015,2022-05-25,1269.6,78.4,99536.64,A,ผ่านการตรวจสอบ
HRV-036180,FRM-0189,CRP-006,WH-002,2021-05-24,2011.98,62.27,125285.99,B,ต้องตรวจซ้ำ
HRV-036181,FRM-0051,CRP-015,WH-015,2022-07-09,19753.75,7.14,141041.77,B,ผ่านการตรวจสอบ
HRV-036182,FRM-0034,CRP-003,WH-008,2021-12-10,19913.27,14.63,291331.14,B,ผ่านการตรวจสอบ
HRV-036183,FRM-0174,CRP-009,WH-002,2023-07-04,5803.82,44.74,259662.91,A,ต้องตรวจซ้ำ
HRV-036184,FRM-0145,CRP-015,WH-005,2023-10-27,7362.99,7.64,56253.24,C,ผ่านการตรวจสอบ
HRV-036185,FRM-0030,CRP-013,WH-010,2021-07-10,1014.53,6.24,6330.67,B,คุณภาพดี
HRV-036186,FRM-0025,CRP-012,WH-002,2021-02-10,34415.43,1.09,37512.82,B,ต้องตรวจซ้ำ
HRV-036187,FRM-0205,CRP-001,WH-011,2025-05-20,19210.76,10.92,209781.5,A,ต้องตรวจซ้ำ
HRV-036188,FRM-0183,CRP-003,WH-015,2025-11-27,2307.79,18.89,43594.15,B,คุณภาพปานกลาง
HRV-036189,FRM-0082,CRP-004,WH-012,2021-07-10,6735.9,9.69,65270.87,A,ผ่านการตรวจสอบ
HRV-036190,FRM-0135,CRP-014,WH-011,2021-11-21,4333.78,95.42,413529.29,C,ต้องตรวจซ้ำ
HRV-036191,FRM-0017,CRP-003,WH-015,2023-11-07,9172.72,18.05,165567.6,B,ผ่านการตรวจสอบ
HRV-036192,FRM-0243,CRP-014,WH-010,2023-01-14,2168.74,109.71,237932.47,B,ต้องตรวจซ้ำ
HRV-036193,FRM-0211,CRP-013,WH-005,2023-06-14,6267.24,8.57,53710.25,B,ผ่านการตรวจสอบ
